score,content,label
5,Sangat membantu,Positif
1,"Kesel banget pagi ku cek promo nya banyak, pas pesen hilang semua, mohon kerjasamanya. Terimakasih",Negatif
5,Mantap,Positif
5,"Supirnya familiar, menyenangkan, mobilnya bersih dan cakep.. AC nya uaddeemmm... pokoknya oke banget dech... sangat memuaskan...",Positif
5,Mantab,Positif
5,Gojek semakin baikðŸ‘,Positif
1,Sekarang rute maps gojek malah ngambil rute muter muter jauh. Tolong perbaiki,Negatif
5,Sangat membantu ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Positif
5,mantaappp,Positif
1,"Gua males belanja disini,Karna primitif buanget...",Negatif
1,"Apaan ini.. mau pake GoShop, pas sdah mau pesan.. ad tulisan ""wadidaw, sepertinya ada banyak pencet tombol"" JADI SUSAH MAU PAKE GOSHOPP!!!!! NDA BISA-BISA... MUNCUL TERUS TULISAN TERSEBUT... APK GK JELASSSS!!!!!!",Negatif
5,Ramah dan cepat,Positif
1,Sekarang lama banget klo mesen food padahal make yang regular!!! Makin lama makin gak jelas,Negatif
5,Yang jelas membantu aktifitas,Positif
5,Lumayan dpt disc. 15 rb,Positif
5,Nice,Positif
5,Sangat membantu,Positif
1,Ga simple lagi,Negatif
5,bermanfaat saat mau bepergian kemana saja dan gak ribet,Positif
4,Cukup puas,Positif
5,Sangat membantu,Positif
1,Fitur cari rute go transit hilang sekarang diganti fitur ngga berguna,Negatif
5,Praktis dan cepat sampai,Positif
5,Cepat dan efisien,Positif
5,Kemudahan dalam hal transportasi,Positif
4,ok,Positif
5,"Bagus,sangat membantu kebutuhan",Positif
1,Najis pokok nya bukan mempermudah malah bikin waktu orang sia2 ningguin,Negatif
5,Mantap,Positif
1,"Udah top up gopay tapi malah gangguan, mana ini penting",Negatif
2,mohon di perbaikin lgi karen sulit,Negatif
5,Semoga bertahan dengan baik dalam melayani Customer.,Positif
5,mantap,Positif
5,cepat efisien,Positif
5,Aplikasinya bagus bngtt buat bayar juga praktis,Positif
5,App sangat membantu.,Positif
4,Aplikasi Bagus,Positif
4,"Gojek pelayanan bagus utk konsomen, maju terus smakin baik, smakin bernanfaat untuk smua pihak.",Positif
5,Orang nya ramah aku suka,Positif
5,Pokonya Gojek Mantapks dan Keren,Positif
1,Mesen gosend estimasi pengambilan Jam 1 - 2 an eh sampai Jam 3 sore blom di ambil Juga Padahal toko ttp Jam 4 mau di batalin nyari driver baru lama lagi Anying lah mles pake goJek lagi dongo driver nya klo gk niat ngambil mending batalin dari siang biar masih sempat cari driver baru BLOK,Negatif
5,Cepat dan aman,Positif
5,Dengan Go-Jek semuanya jadi lebih mudah..ðŸ‘ðŸ»ðŸ‘ðŸ»,Positif
1,"setelah di update malah gabisa buat pesen tiket bioskop, kecewa skli pdhl pengguna dri thun 2019",Negatif
5,"Sering memakai jasa transportasi sangat membantu, baik pagi, siang malam.",Positif
1,ðŸ‘,Negatif
1,Lama cari drivernya!!!,Negatif
1,"TADI JAM 2 SAYA PESAN GOFOOD SEPERTI BIASA GA ADA MASALAH, NAH KENAPA LOKASINYA BERBEDA? SANGAT JAUH DAN DRIVER TIDAK TAU LOKASI SAYA PADAHAL SUDAH DIKASIH TAU, EMANG SIH WKWK JELEK BGT DAH HANGUS MAKANAN MAHAL-MAHAL BELI TERIMAKASIH BANGET JEK WKWK",Negatif
5,seneng d jepara udah bsa pke gojeg jadi gk susah lagi biarpun dri jakrta bisa pesan gofood buat anak yang ada di pondok nalumsari jepara tapi cari titik nya sush bnget ank sya di mts tp maps nya d smk nya balekambang terus untung searah dan abng driver nya mau sbar cari alamt nya lain kali d sempurnakn lagi titik maps nya dong,Positif
1,Top up ga mskÂ²,Negatif
5,Semoga pelayanannya makin stabil,Positif
5,baik,Positif
4,"Kadang suka erorr ,tpi baguss bingung eror ny knp",Positif
5,OKE POKO'E,Positif
5,keren promo GO-SEND,Positif
5,Cepat & tepat,Positif
5,Okelah memudahkan,Positif
5,Ok,Positif
1,Ongkos mahal tapi di driver cuma Nerima 2ribu,Negatif
5,Aplikasi ini sangat bagus sekali,Positif
1,Lah gausah update klo bikin eror,Negatif
1,Apk sering eror,Negatif
4,Tidak semua tempat di Sidoarjo kota bisa pesan dengan aplikasi ini,Positif
5,Bagus,Positif
5,Very best online,Positif
1,Klo mau pesen harus tunggu dlu sejam 2 jam kan jdinya telat mhon bisa tuk tepat waktu atuh lain kli jngn lama bngt gliran dah jadwalnya dateng pada sibuk gada yg bisa ambil orderan gw,Negatif
1,kebanyakan update..apanya diupdate trs! Amplikasi not good..mending pindah grab aja,Negatif
5,"Sejak lahirnya gojek, baru bbrp x kami menggunakannya, & baru kami menyadari bhw adanya gojek sngt membantu mengurangi kesibukan kami terlebih pd gofood , yg pd dasarnya kami malem masak, trm ksh gojek ðŸ‘ðŸ‘ðŸ™ðŸ™",Positif
1,"Sulit membatalkan pesanan dengan seribu alasan, driver tidak bisa di hubungi tiba-tiba driver di ganti ulur waktu lagi. kalo orang asam lambung atau magh ga cocok pakai aplikasi ini",Negatif
5,Ok,Positif
5,Yaaa,Positif
5,OKOK,Positif
5,Ongkir sesuai jarak dan termasuk mahal,Positif
1,tidak praktis.. berbelat belit ketika mau mengirim barang,Negatif
5,driver ramah,Positif
5,Sangat membantu untuk kehidupan sehari hari,Positif
5,Terima kasih gojek sdh mengantar anak sy dengan baik,Positif
1,"Gojek makin aneh, pesan makanan bisa lebih dari 1 jam, dari laper sampek maag, mending pakek grab kalau gk shopee lah,",Negatif
1,"Pesen gofood, udah ga ti driver otomatis tiga kali, terus dibatalin sistem. Padahal udah nunggu hampir sejam. Gak ada solusi lain apa selain ngerugiin customer?",Negatif
1,Kenapa sekarang pesan dari jarak jauh sangat sulit... Saya kecewa sekarang makin sulit di gunakan,Negatif
1,Tiba2 gak bisa di gunakam paylaternya,Negatif
2,Aplikasi suka nge hang tiba-tiba tidak bisa di klik sangat menjengkelkan,Negatif
1,sering ngefreeze,Negatif
1,Tidak bisa gofoodplus,Negatif
5,"Bagus banget, sangat sangat membantu",Positif
5,Membantu dlm mobilitasi,Positif
1,Kenapa sekarang gojek susah buat pesan tiket bioskop,Negatif
1,"Terlalu sering pesen gofood tidak mendapatkan driver,pelayanan kurang cekatan",Negatif
5,Good,Positif
5,"AC nya adem, mobil dlmnya bersih, sopir ramah.",Positif
5,Ramah dan sopan,Positif
5,Praktis digunakan,Positif
1,"Jelek aplikasi nya , bintang 1 tuh gak layak harus gak ksh bintang aja",Negatif
2,Driver nya banyak yg mulai berbohong sekarang.resto gak ada parkir tapi bilang parkir,Negatif
5,Top,Positif
1,"Z, Xpdegv0xl",Negatif
5,sangat membantu,Positif
5,baik dan sopan,Positif
1,Pesen makanan dapet drivernya lama keburu mati kelaparan. Dah pindah app oren aja.,Negatif
1,Penjajah bangsa sendiri,Negatif
5,Nice,Positif
5,klau di tolak jangan suka nawarin bikin orang pengen muntah,Positif
1,"saya top up kartu etol mandiri saya dari gopay kenapa tidak masuk, padahal saldo gopay saya sudah terpotong 101500 giliran diurus ke bank mandiri juga tidak ada penyelesaian, katanya harus ke gopay sendiri... ini gimana jadinya...? jadi males buat percaya sama gopay.. rugi 101500 / ilang saldo saya..",Negatif
1,Jarang dapat vocer gofood,Negatif
2,"1. Untuk gofood supaya dievaluasi lagi , layanannya smkin lama , makanan sudah ready itu pun klu tidak antri di resto tapi untuk dapat driver hmpir 30 menit . Estimasi hmpir 1 jam makanan Bru smpai dan sudah dingin untuk dimakan . 2. Untuk goride dapatnya driver pasti jauh estimasi nunggu jadi nambah usahankan yg dapat driver terdekat jadi biar tidak buru2 , telat 3. Kasih fitur seperti gojek instan di layanan aplikasi supaya klu order bisa lebih cepat tidak harus di stasiun atau terminal",Negatif
5,Keren,Positif
1,"Jaringan tidak ada terus padahal internet stabil, mengirim ke platform lain jg jadi sulit seperti mengirim dari gojek ke dana, menyebalkan!, loading lama. sudah lengkap sekali",Negatif
5,Sangat terbantu sekali dengan adanya gojek...jadi mudah pergi kemana- mana.promonya juga banyak ðŸ¥°ðŸ¥°,Positif
5,"terimakasih sangat membantu mempermudah perjalanan kami, maju terus gojek indonesia",Positif
5,"Selalu ada untuk ku..bisa buat belanja kemana2,pingin apa tinggal klik dari rumah. Always is the Best buatkuðŸ‘ðŸ‘",Positif
5,Sangat membantu,Positif
5,Nyaman ramah driver semua nya,Positif
1,payah banget upgrade gopay plus aja dipersulit,Negatif
5,Memudahkan urusan,Positif
5,Bagus,Positif
5,Good,Positif
5,Baik,Positif
1,Oke,Negatif
1,"masih tidak bisa di pake go paylater nya, tidak ada perubahan.",Negatif
5,Baguss,Positif
5,Ini baru jozzðŸ‘ðŸ‘,Positif
5,Mantap,Positif
1,"Pesan gofood lama banget, sudah telfon ke restonya katanya belum nemu driver,",Negatif
1,"Aplikasi aneh.. saya mau masuk, butuh email yaudah saya tulis, bilangnya email anda sudah terdaftar.. lah iya emang udah terdaftar, kan saya mau masuk bukan mau daftar, nah terus?",Negatif
5,Praktis,Positif
4,"Praktis ,mudah, sayang yg gofood markup nya kebanyakan",Positif
1,bau jigong,Negatif
1,Saya top up saldo gopay lewat alfamart tapi belum masuk masuk sampe sekarang,Negatif
5,"Sanga membantu,,,",Positif
5,Driver ramah dan mau nungguin aku packing barang. Makasih ya,Positif
1,"gak bisa buka GoTransit, minta nyalain GPS mulu padahal sudah nyala",Negatif
5,Lumayan laah,Positif
5,ok,Positif
5,Oke,Positif
1,Aplikasi anak bangs4t,Negatif
1,Ada limited paylatter 500k tapi gak bisa di pakai sama juga bo'ong!!! Semenjak ganti PT layanan gojek makin buruk,Negatif
5,Mantaf mas bro,Positif
5,Mantab sangat membantu,Positif
5,Cepat dan murah,Positif
1,"Kenapa skrng Gotix nya bgini, area nya cuma ada jakarta aja",Negatif
5,Good,Positif
1,"Gopaynya error, saya sudah isi 2x sudah ada notif tp tp saldo tdk bertambah. Sangat merugikan.",Negatif
5,Mantab,Positif
1,WOY GOPAY KALIAN KNP SELALU EROR?????!! BERHARI HARI EROR GA BISA BUAT BAYAR APA AJA. BELI DATA GA BISA BAYAR QRIS GA BISA. APAAN,Negatif
5,Disaat susah gojek selalu ada,Positif
5,pokoke mantapðŸ‘ðŸ‘,Positif
4,ðŸ‘,Positif
5,driver rama,Positif
5,Tetap semangat gasspol good jobs,Positif
5,asli aku sering banget make aplikasi ini dan pernah pertama kali naik GO-CAR dapat driver baik bgt semoga berkembang terus,Positif
5,sangat membantu,Positif
1,APLIKASI NAJIS ISI TOLL GAK PERNAH TERISI TAPI SALDO SALDO BERKURANG. DI MINTA UPDATE KARTU MALAH SURUH ISI ULANG NAJISSS,Negatif
4,Mantapa,Positif
5,Ok,Positif
4,Promonya tambahin lagi yaaa jek,Positif
5,Sangat membantu,Positif
1,"Jadi males pesen gofood pakai apk ini,2 jam lebih.... Nunggu dapat driver 1 jamm....apk apa ini Pindah sebelah enak",Negatif
4,Nice but... Admin fee-nya kebanyakan.,Positif
5,Saya puas dengan pelayanan Driver Gojek . Baik dalam berkendara antar saya sebagai pelanggan ke tempat tujuan atopun sikap2 driver yg sopan2.,Positif
2,"Masukan buat aplikasinya dibuat ringan donk,, kasihan orang tua yang gak bisa upgrade hp,, aplikasi semakin berat semakin ngelag di hp yang agak jadul apalagi yang Ram cuma 2gb",Negatif
5,bagus kok,Positif
5,Siiip,Positif
5,gojek top .. sangat membantu,Positif
1,"Aplikasi gak jelas... Gw baru pertama kali pake Aplikasi belum pernah digunakan, tapi pas mau daftar katanya email saya udah pernah digunakan... Tapi gak ada opsi lagi agar saya bisa menggunakan aplikasi ini... Payah Saya lagi laper jadi plus kesal... ðŸ¤¬",Negatif
5,Suka,Positif
1,"Pelayanan buruk, pulsa di proses trus tidak masuk2",Negatif
5,Good,Positif
5,Sangat membantu,Positif
5,Mempermudah semuanya mantap,Positif
5,Ok,Positif
1,"tolooong ini saya mau masuk apl saya gaa bisa... nomer d tolak, padhl dah beneeer.. saya mau bayar paylater... gimana komplen kmn",Negatif
5,Ajib,Positif
1,Kenapa gopay later saya tidak bisa di gunakan.. Saya teransaksi 1 bulan jutaan.. apa ada kesalahan,Negatif
1,"Beli token di delay ber jam jam, terpaksa harus beli di market lain, pantesan saham lu anjlok",Negatif
1,"Erro Mulu, darurat beli token gopay udh kepotong 2x tp kode token nya gk nongol"" proses Mulu . Ni msh jam 11 mlm loh,blm jam 12 . Mengecewakan",Negatif
2,"- Sering dapat motor lawas, nga bisa kenceng & nga nyaman bunyiÂ², helm pada kotor, ada yg gapakai kaca helm pula. - Agak kaget pass lihat ongkos yg diterima driver, potongannya lumayan bayak dr perusahaan gojeknya, kasian jg abangÂ² gojek & gocar. - Harg",Negatif
1,"Ini gimana sih, makin kesini koq makin hancur pelayanan gojek. Mau beli makan 1 jam lebih baru sampai, bayar tagihan status menunggu padahal udah mepet waktunya. Enakan aplikasi sebelah Jek, lebih cepet parah",Negatif
5,Ok,Positif
5,bagus pelayanannya,Positif
5,Juossss,Positif
1,"Gopayater tiba tiba ta bisa di gunakan padahal tidak pernah telat bayar,seki naik limit malah kata ny ada masalah tiap di gunakan",Negatif
1,"KENAPA GOPAY LATER DIBLOKIR?PADAHAL SAYA TIAP HARI MAKE KARENA MLS TOP UP GOPAY & GK PERNAH TELAT BAYAR. DITANYA MALAH BOT YG JAWAB? NGGK GUNA BGT. MINTA PENJELASAN MALAH GITUÂ² AJA JAWABNYA. MANA NIH PETINGGI GOJEK, PENJELASANNYA GIMANA?! KATANYA GK MENUHIN KRITERIA. DITANYA KRITERIA APA, LAH MALAH GITU LAGI, GITU LAGI JAWABNYA. YANG BENER DONG NGOPERASIIN APLIKASI NYA. UPDATE BUKAN BIKIN BAGUS, MALAH NYUSAHIN.",Negatif
1,"Kasian driver nya sekarg di isep trus kriget nya,aplikasi gojek cari untung besar untuk perusahaan sendiri sekarg,driver nya makin di belangsakin",Negatif
1,"Ada apa sih sekarang aplikasi ini selalu bermasalah?ðŸ¤¦di tambah lagi gopaylater tidak bisa di pakai padahal saldonya ada,hapus aj gopaylater nya klu tak bisa di gunakan",Negatif
1,Tranfer kok ribet amat,Negatif
1,Gps nya sering ngebug tiap mesen salah alamat terus alhasil nambah ongkir karna kejauhan,Negatif
5,Aplikasi Gofood sangat good dan Layanan nya jempolan,Positif
5,"Cepat. dan aman driver nya ramah, nggak riber, syksus dan sehat selalu",Positif
1,"Suka nge hang tb2 gopaylater ga bs dipakr sejak di update , mana bawel lg blom batas waktunya ud di teror padahal cuma 200 limetnyee",Negatif
5,Good,Positif
5,Mudah digunakan Mudah dimengerti Mudah melakukan transaksi Banyak pilihan menu murah meriah,Positif
5,Selama memakai gojjek saya merasa sangat puas,Positif
1,"Ga fair untuk penumpang... driver yg ga mau ambil penumpang, tp diam aja. Ga koment, ga mau batalin jg. Kalau ga minta penumpang yg batalin. Giliran penumpang batalin, kok dpt makin jauh dan tarif naik. Enak di driver dong.. drive kalau mw pilih2 penumpang, matiin akunx... biar ga nyusahin orglain",Negatif
1,Aplikasi lemot parah langsung uninstal,Negatif
5,Baik bagus dan cepat,Positif
5,Good,Positif
5,tolong ramekan diskonnya min,Positif
1,"Gopay Latter ada Saldo dan beberapa tahun yang lalu sudah di ACC, Tapi kenapa sekarang tidak bisa di gunakan, Biasanya bisa, Jika ada masalah dengan akun saya tolong kasih tau, Jangan menjawab pertanyaan dengan jawaban yang sama dong, supaya kita tidak berharap",Negatif
5,Ah,Positif
5,Bagus,Positif
5,Dihapus,Positif
5,"Terbaik, pelayanan lengkap, aman dan terjamin",Positif
1,Driver gojek sering mengcancel pesanan,Negatif
5,Sangat memudahkan,Positif
5,ok banget,Positif
1,Saya boycott grab tapi pake gojek gak sanggup mahalnya haduh enek jadinya kadang ongkir 75% dari harga makanannya ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸,Negatif
5,Ok,Positif
5,ramah drivernya,Positif
5,Bagus,Positif
5,Memudahkan transaksi,Positif
4,Byk promonya mantaf,Positif
5,Memudahkan dalam urusan pengiriman cepat,Positif
5,terima kasih,Positif
1,"Klo buat iklan tuh yang menarik, apaan iklan gomart kayak gitu",Negatif
5,"Dengan adanya aplikasi ini mempermudah kita Pergi dimana,Ke mana dan ditempat mana",Positif
5,Ko gur ga bisa gofood,Positif
5,Pelayanannya sangat memuaskan.,Positif
4,Saya tidak bisa sama sekali mengganti nomor hp saya yg sudah nonaktif dan terdaftar di gojek hanya karena saya tidak punya bukti Topup saldo terakhir! Bikin kebijakan malah mempersulit pelanggan!,Positif
5,Layak bintang 7,Positif
2,"Update aplikasi sering dilakukan, tetapi mengapa setiap akan melakukan transaksi selalu ada notifikasi tidak ada sinyal?",Negatif
5,Good,Positif
1,"Pesen makan bukan yg hemat malah dapatnya abang gojek yg bawa dua orderan, jadi nganterin yg lain dulu, jadi lama. Sistem yang merugikan",Negatif
5,ok,Positif
5,Mantap,Positif
5,nyaman,Positif
1,"nyusahin banget, gua mau premium malah gagal terusðŸ‘Ž",Negatif
1,Kalo pesan gojek atau gocar malah drivernya jauh dari tempat jemput. Dan itu sering kali terjadi,Negatif
5,Respon cepat,Positif
5,Senang banget menggunakan Apl gojek sangat membantu aku ketika lagi mau bayar AngsuranðŸ˜ŠðŸ˜ŠðŸ˜Š,Positif
5,"Mantaap, puass...",Positif
5,Sangat bagus...,Positif
1,"Makin kesini makin kesana, pesen gofood suruh nunggu sampe sejam. Kenapa kita milih online? Karena simpel nya, karena cepat nya. Kalo online harus nunggu sejam ya mending beli seblak di samping rumah. Fak lah pokoknya sama sistem gojek sekarang.",Negatif
5,Exellent,Positif
4,Terimakasih,Positif
4,sudah ok,Positif
4,blum punya ktp bisa tf ga?,Positif
1,"80% oknum driver gocar nya kaya orang bisu, buta huruf . Minimal klo orderannya ga mau diambil jangan diem aja. Tapi konfirmasi ke penumpang biar bisa di cancel. Nunggu udah lama2 ga tau nya mobilnya menjauh dari titik jemput. Tolong dong di proses oknum yang seperti itu. Mana lagi dirumah sakit mau bawa orang sakit malah dikerjain sama oknum driver gocar",Negatif
5,Mantap,Positif
1,Sudah gak kayak dulu lgi Selamat tinggal gojek,Negatif
5,GoSend tks sdh dibantu aman untuk mengirim paket / dokumen sampai ke tujuan..,Positif
5,Pelayanan cukupmemuaskan,Positif
5,Okelah,Positif
5,Bagus dan sangat membantu,Positif
5,"apk nya bagus....udah itu aja,gw gk tau lagi harus ngomong apa klo kasih rating",Positif
5,Suka,Positif
2,"Paket langganan ongkir Rp.29.900 untuk sebulan kemahalan, dengan harga yang lebih murah langganan ogkir di aplikasi sebelah untuk 2 bulan.",Negatif
5,Mudah diakses.. alamat pun juga... tapi ongkosnya lumayan...,Positif
1,"Akhirnya terhapus juga akun saya ,,, banyak kebijakan yang gak sesuai",Negatif
5,Dengan gojek aku biaa kemana saja dengan gojek,Positif
5,keren,Positif
5,Menyenangkan,Positif
5,Pokoknya mantab gojek,Positif
1,gopay payleter gk bisa di pakai!!,Negatif
5,bagus,Positif
5,Mantap,Positif
1,"Gopay letternya selalu gak bisa,selalu ada gangguan gangguan terus dari kemarin",Negatif
5,Transportasi saat ini memanggil dari genggaman kita dan teraman,Positif
5,Oke bagus tida ada kendala lancar jaya,Positif
5,Alhamdulillah sejauh ini baik dan aman pakai gojek,Positif
1,Bener 2 jengekelin baru pertama gojek mobil permaimkan saya sudah d tulis gedung baru masa pada ngak tau,Negatif
5,Layanan yang bagus,Positif
1,Setelah saya update gopaylater tidak bisa di gunakan padahal ada limitnya,Negatif
1,Csnya lelet kerjanya orang kantornya lelet banyak. Pungli,Negatif
5,Sangat membantu,Positif
5,Aplikasi yang sangat membantu,Positif
1,Pesan makanan datangnya lama,Negatif
1,Jelek,Negatif
5,Sangat cocok untuk saya,Positif
5,mantaf,Positif
5,Siplah membantu,Positif
5,asik aj pake gojek dr duluuuu,Positif
4,"Kenapa skrng gojek loadingnya lama, trus untuk pesanan map nya kebanyakan ga sesuai? Trus paylater nya jg tidak bisa digunakan.pdhal saldonya full.",Positif
1,"Ada apa dengan gopaylater gak bisa dipake padahal belum ada tagihan masih full, kemarin saya mau pake eh gak bisa....harus nya cepat cepat follow up masalah ini jangan kalah sama apk sebelah, padahal saya pengguna setia gojek tapi jadi malah gini sangat kecewaaðŸ˜”",Negatif
5,Suka tambain dong promo gofoodnya,Positif
5,â¤â¤â¤â¤â¤,Positif
5,â¤ï¸,Positif
5,Mangtabss,Positif
4,Bagus,Positif
1,pesen gofood waktu tunggunya lama sekali 1-1.30 jam parah..,Negatif
5,knp gojek skrg mahal yaknp beda hp beda harga,Positif
5,Sangat membantu! Semoga jasa aplikasi gojek berguna untuk kita semua,Positif
5,Mantap,Positif
5,Sangat membantu,Positif
1,"Pesen gocar instan bandara ga dicatet sama petugas, udh nunggu set jam sia2",Negatif
5,Perjalanan jadi lebih mudah dan lagi ada diskonnya,Positif
1,"Nunggu makanan 70 menit karna kelamaan cari driver padhl driver banyak, sampek masak sendiri keburu lapar.",Negatif
5,Baik dan ramah,Positif
1,Ini adalah aplikasi bersistem BIADAAAB!!!!,Negatif
5,Mantap,Positif
5,Ok,Positif
1,Apk busuk!!!!!!!,Negatif
5,Sangat puas,Positif
5,Paling seneng klo banyak voucher go ride,Positif
1,"Pesan food dari jam 7 pagi sampai 9 pagi belum dapat"" Driver. Padahal di jalan banyak gojek yang nongkrong, setelah saya tanya ternyata karena driver goceng yg di utamakan oleh kantor, akun reguler hanya dapat sisa.an dari kantor. Harusnya makin tahun makin maju ini malah makin mundur",Negatif
1,"Skrang klau pesen, nunggu nya lammaaaaaaaaa bgt",Negatif
5,Ok,Positif
5,Ini sangat worth it sekali dengan aplikasi ini,Positif
5,All We Need Is Faith!,Positif
5,Layanan dan Fiturnya Oke.. Cukup Simpel dan mudah dalam penggunaan,Positif
5,Muraaaah,Positif
5,ðŸ‘,Positif
5,Makasihhh yaaa udh nemenin ke mageran akuuu luv bgt app ini ðŸ˜­ðŸ˜­ðŸ˜­ makasihhhðŸ’—ðŸ’—ðŸ’—ðŸ’ðŸ’,Positif
5,Top,Positif
4,Sejauh ini worth it banget apalagi soal gofood nya,Positif
5,Mantab sangat membantu Drivernya juga sopan sopan,Positif
5,Ok,Positif
5,Bolelah,Positif
5,"Aplikasi nya bagus, jarang lemot & sangat membantu bgt dgn fitur2nya.. Top dhe gojek mah ðŸ‘",Positif
5,"Mudah simple ,cepat",Positif
1,Ok,Negatif
5,Tingkatkan!,Positif
5,"Aplikasi yg sangat membantu,trimakasih.",Positif
1,"Saya meminta bantuan masalah malah ditutup sendiri tanpa diberi solusi, masih sama saya melakukan pengaduan tidak ada hasil sampai hari ini",Negatif
1,"Dana go pay saya tolong di kembalikan, transfer kok ga sampe tapi di status sukses. Mau nipu saya yah",Negatif
5,Sangat bagus,Positif
1,"Satu aja,gak usah banyak-banyak.sekarang lambat lambat bikin pengguna makin resah,nunggu resto sama driver lama, sebelah makin cepet lho,hati hati.ðŸ˜",Negatif
5,Good,Positif
5,dengan gojek semua bisa mudah ðŸ‘ðŸ‘ðŸ‘,Positif
2,Maaf sy beri bintang 2..utk gopaylaternya..program sebelumnya lebih bagus..bunganya hnya diberikan utk perbulan..dan bisa atur limit pemakaiannya..tapi program yg baru ini...bunganya diberikan tiap kali transaksi..1x transaksi aja bunganya sudah 2%..coba aja hitung klo ada 20x transaksi..jadi bayar berapa tuh bunganya..ya aja..gak masalah klo transaksi nominalnya kecil..jadi mikir2 lagi utk pakai program yg skarang ini..,Negatif
5,Bagus,Positif
5,Gojek bagus,Positif
1,Kasih saran aja sama gojek/ kaarya anak bangsa... Nggak usah ada pijaman/ goyleter ... Haya cuma buat pemanis aja... Cari pendanaan yang oketebel... putusin aja findaya,Negatif
5,Good,Positif
5,kirim cepat dan aman,Positif
1,KEMBALIKAN GOJEK YG DULU !!!!!!!!!!!!!!!!!!!,Negatif
5,Apk nya membantuðŸ‘,Positif
5,Ok lah,Positif
5,Untuk isi pulsa skrg gak bisa pake paylater yaaa ðŸ˜­. Pdhl diperlukan pas disaat situasi mendadak,Positif
5,Bantu mobilitas sehari hari,Positif
5,Kalau bisa kasih banyak promonya min,Positif
5,Yaaaaaaaaaaa,Positif
5,Mantab,Positif
5,Ok,Positif
5,bissmilah dapet diskon truss,Positif
1,Aplikasi GO-JEK driver nya sangat susah dimengerti,Negatif
5,"Banyak fake rating agar gojek jelek, yo gojek pelanggan setia mu selalu mendukung.",Positif
1,Buat para customer! Kalau makai gocar HEMAT! Gausah minta-minta jemput nya cepat!,Negatif
1,Driver nya manja bet klau lah sepi penumpang ngeluh ketika hujan penumpang rame drive di sekitar kita banyak semuanya pada gak kau ambil orderan.,Negatif
5,Bagus,Positif
1,"Pesan foot lama sekarang, masak mau makan nunggu 1 jam... smoga sistem ya seperti dulu lg pesan food langsung dpat driver..... sementara pke aplikasi sebelah dulu klo pesen food ðŸ™",Negatif
1,Aplikasi Edan. Gak ada Otak. Tiap order selalu dikasih driver yang jauh. Bikin telat kerja. Pdahal yang mangkal dekat rumah banyak,Negatif
5,Driver baik dan ramah,Positif
5,Cool,Positif
5,Bagus,Positif
5,Semuanya jadi lebih praktis,Positif
1,Driver saat hujan tidak ada satupun yang mau menjemput,Negatif
1,"Doa saya utk semua karyawan dan staf gojek Indonesia baik yg rendahan ataupun para petingginya. Bismillahirrahmanirrahim. Ya Allah ya Tuhanku. Perumahan gojek Indonesia telah berbuat kecurangan yg begitu perih dan kejam kepada jutaan mitra2nya,baik mitra Driver ataupun mitra restoran. Mitra driver mendapatkan orderan fiktif food tapi mereka tidak dapat ongkos kirim, insentif mereka hilangkan, melakukan manipulasi rute kuning yg ga sesuai google maps, tarif terlalu murah.",Negatif
1,Awal pake gopay saya puas saya kasih bintang 5 sekarang ganti mab gopaylater gak bisa dipake dan menawarkan gopay pinjam juga gak bisa dipake padahal saya sudah lama pake aplikasi ini maaf saya kecewa pake aplikasi ini dan saya turun kan bintangnya,Negatif
4,Mk.. N .ndakm.,Positif
5,Mantp,Positif
1,"Pesan makanan nyari driver sampai 1 jam ,keburu ilang laparnya",Negatif
1,Kasihan driver hanya dikasih 5.000,Negatif
1,Hemat nya hapus,Negatif
5,Mantap ðŸ‘ðŸ½,Positif
5,Keren.. Sukses,Positif
1,Susah cari driver saat gerimis,Negatif
5,"Trimakasih sudah memperbaikin aplikasi , sudah saya rubah bimtang ke 5 yaa",Positif
5,gojek hujan dikit susah di order ..gak kayak dulu ..payah,Positif
5,Okee,Positif
4,Aplikasi yg mantap,Positif
5,SELALU TERDEPAN KARYA ANAK BANGSA,Positif
1,"Aplikasi gagal, drivernya songong2 kita bayar mahal2 udah nunggu malah dy yg batalin, mesen makanan juga promo ga pernah ada, pernah juga saldo gopay tiba2 hilang sendiri padahal ga transaksi apapun, mending pd uninstal aja kacau ini aplikasi nya tidak beres",Negatif
5,"Cepat,dan praktis pkek Gojek aja",Positif
5,Ok,Positif
5,Ok,Positif
1,Makin lama aplikasi ini makin busuk kolab sana sini tapi bikin fitur live chat aja ga bisa TOLOL !,Negatif
5,Good,Positif
2,"aplikasi koontol,, lupa pin aja susah, udah tau no lama gak aktf ribetttt",Negatif
5,Oke,Positif
1,Pesan go food pasti lamaaaa dapat driver nya Sampe rumah makanan sudah dingin,Negatif
